-61.3729	0.996614	0.737253
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-94.3289	0.60637	0
-40.0893	0.943135	0.17968
-30.0639	0.972481	0.285256
-34.1388	0.982365	0.402139
-42.4552	0.991267	0.493179
-42.99	0.988379	0.608155
-44.6078	0.979624	0.635659
-45.4343	0.96432	0.662177
-34.6899	0.978794	0.442565
-33.0617	0.972682	0.696602
-33.5992	0.973624	0.696852
-34.814	0.972067	0.712797
-38.5445	0.975479	0.697164
-45.2061	0.978663	0.632423
-48.7091	0.987794	0.378405
-71.4839	0.971261	0.0880586
-53.6318	0.869146	0.205646
-37.5441	0.882303	0.262997
-53.1126	0.833749	0.0903456
-43.5496	0.400101	0.135579
-38.7442	0.21321	0.245033
-41.1222	0.0852545	0.211293
-53.4864	0.00622834	0.14457
-55.937	-0.133307	0.112933
-43.1437	0.0425682	0.150738
-40.7625	0.436358	0.159935
-41.5306	0.744742	0.139466
-34.8055	0.966175	0.287701
-34.2733	0.961439	0.470143
-29.1627	0.972676	0.68956
-28.252	0.981067	0.716396
-30.7415	0.974827	0.634943
-39.0167	0.9631	0.467219
-51.3489	0.942608	0.330266
-61.6448	0.426686	0.0932488
-55.341	0.256075	0.156537
-51.8376	0.225965	0.124719
-50.2856	0.232433	0.13251
-50.3951	0.345358	0.182844
-48.6104	0.43407	0.165728
-47.938	0.512794	0.161917
-44.4997	0.914182	0.0875259
-26.4002	0.965836	0.300687
-21.856	0.968762	0.656289
-22.2149	0.963742	0.685277
-24.09	0.959366	0.556646
-27.1281	0.955254	0.628012
-29.2331	0.958184	0.552225
-31.4437	0.961752	0.53974
-35.8833	0.957801	0.42064
-41.5889	0.987536	0.561048
-42.5455	0.993299	0.515368
-44.9574	0.993939	0.516733
-46.3	0.990387	0.502723
-46.9075	0.987558	0.504241
-46.9575	0.991173	0.484106
-47.136	0.989462	0.541611
-46.9034	0.991409	0.476646
-47.6661	0.989457	0.540691
-47.9008	0.877706	0.394136
-45.551	0.572825	0.262524
-41.1051	0.321489	0.335433
-38.4208	0.324083	0.25283
-35.7037	0.430621	0.189101
-35.4265	0.400648	0.194469
-36.343	0.460355	0.231875
-35.263	0.457284	0.243385
-34.5604	0.465598	0.287359
-33.0691	0.513682	0.231766
-34.1972	0.593133	0.414236
-41.9271	0.687185	0.38139
-35.4658	0.953631	0.435551
-34.3072	0.972273	0.535242
-36.4989	0.98895	0.537143
-42.1104	0.989215	0.511159
-47.3845	0.98077	0.505605
-45.9686	0.977534	0.268854
-39.7891	0.990739	0.270885
-35.7492	0.972142	0.318849
-35.4356	0.976711	0.53288
-39.1922	0.957698	0.392663
-39.2521	0.442804	0.239764
-37.4214	0.255358	0.177029
-36.6226	0.321554	0.246959
-41.4172	0.346763	0.228017
-62.6336	0.381227	0.16312
-100	0	0
-100	0	0
-51.9552	0.684039	0.222317
-43.6847	0.386739	0.17607
-47.9625	0.368673	0.218699
-43.1763	0.962684	0.258981
-42.2037	0.984409	0.487286
-42.9637	0.993334	0.547904
-43.9862	0.991378	0.547528
-48.899	0.985786	0.378913
-48.3565	0.3955	0.0568959
-44.1353	-0.00691685	0.167945
-39.5149	0.0550841	0.195712
-39.9229	0.0705047	0.126643
-37.0296	0.240117	0.216893
-41.8988	0.351661	0.234493
-39.1874	0.955178	0.254558
-28.9401	0.971417	0.335859
-31.3394	0.968604	0.39988
-48.8423	0.956439	0.181363
-46.0114	0.62683	0.0971224
-40.9299	0.859785	0.395591
-32.9054	0.964539	0.54034
-31.928	0.96646	0.599205
-34.9086	0.967161	0.423335
-45.9109	0.980013	0.29163
-54.2992	0.995797	0.355193
-68.6281	0.990668	0.00511366
-130.846	0.160821	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-47.2033	0.782409	0.316478
-38.9547	0.843508	0.234279
-33.5517	0.957119	0.506208
-30.551	0.946225	0.512954
-29.1747	0.95479	0.531639
-30.3784	0.970041	0.616192
-34.8648	0.97906	0.631021
-37.7905	0.857346	0.278422
-43.5868	0.624043	0.404878
-54.238	0.389275	0.181653
-43.928	0.293329	0.394317
-37.2392	0.354906	0.214349
-40.7583	0.499076	0.225697
-46.1508	0.690915	0.268516
-40.2219	0.948039	0.432305
-45.1475	0.961273	0.441951
-57.2251	0.471831	0.139317
-54.599	0.255837	0.16539
-56.9602	0.147712	0.114769
-55.6087	0.269947	0.126517
-56.7677	0.290832	0.126491
-58.6343	0.355786	0.173012
-66.4192	0.462912	0.237286
-78.9857	0.422444	0.215503
-41.8365	0.988297	0.276844
-34.6214	0.981755	0.335865
-35.0965	0.985345	0.48419
-36.2807	0.989678	0.407523
-38.0816	0.991433	0.4138
-40.5116	0.990662	0.44567
-44.4391	0.9874	0.430409
-50.3741	0.986222	0.340083
-61.5275	0.988985	0.0191071
-99.2286	0.340908	0
-100	0	0
-100	0	0
-94.1133	0	0
-100.071	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
