-43.6763	0.991357	0.561993
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-67.0566	0.791262	0.0347028
-30.5732	0.963216	0.333105
-27.5398	0.971721	0.396949
-29.6484	0.977637	0.416069
-35.6795	0.987853	0.398582
-38.3441	0.98645	0.668993
-38.9744	0.980659	0.710871
-39.0021	0.966802	0.608807
-31.1719	0.972936	0.597765
-28.6761	0.976341	0.706356
-28.9634	0.972717	0.683729
-30.3463	0.973867	0.715271
-33.801	0.970529	0.687284
-38.9521	0.97613	0.559696
-43.9045	0.98831	0.372262
-50.0429	0.965787	0.106302
-37.0629	0.883496	0.275964
-36.2403	0.884066	0.268449
-42.19	0.767092	0.115755
-38.2618	0.343545	0.178672
-35.2241	0.206983	0.200778
-36.5094	0.116978	0.229791
-42.5208	0.0345574	0.182057
-44.7207	-0.130004	0.120377
-38.7137	0.210104	0.176358
-36.4788	0.436226	0.170413
-33.8981	0.814447	0.151477
-31.6775	0.959757	0.347714
-27.9131	0.962545	0.470961
-24.9454	0.974674	0.705713
-24.4671	0.97611	0.748607
-26.8533	0.976999	0.635235
-32.7589	0.967016	0.44041
-41.9039	0.968519	0.319668
-51.461	0.50714	0.0985246
-48.9276	0.334015	0.106243
-45.8969	0.257386	0.109311
-44.5287	0.280619	0.164863
-44.4422	0.370227	0.120453
-43.3213	0.497059	0.0934164
-43.1721	0.524024	0.139884
-31.8799	0.948268	0.256483
-22.2656	0.965124	0.393239
-18.5826	0.967756	0.73683
-18.0931	0.964391	0.698424
-19.6819	0.959468	0.565166
-22.2418	0.957914	0.599586
-24.4907	0.956334	0.522139
-26.7422	0.960159	0.48736
-30.7671	0.96102	0.498996
-36.3417	0.982986	0.602308
-37.6876	0.994086	0.658497
-39.7471	0.993445	0.633698
-40.7278	0.992291	0.658483
-41.8628	0.989461	0.625785
-41.4994	0.989354	0.662293
-41.5968	0.988863	0.64274
-41.8873	0.992327	0.665794
-42.5149	0.986672	0.682632
-42.05	0.876021	0.427532
-39.7055	0.53339	0.282929
-37.0003	0.338327	0.1915
-33.2675	0.365844	0.150399
-31.85	0.399092	0.176669
-31.4301	0.415525	0.192344
-31.122	0.449688	0.204306
-30.5385	0.47342	0.175033
-30.0286	0.464338	0.147156
-29.1815	0.518663	0.258709
-29.8203	0.580508	0.36887
-32.7247	0.758316	0.273311
-32.1892	0.95588	0.463054
-30.4423	0.971421	0.62702
-31.5311	0.982306	0.647756
-36.5734	0.990116	0.516581
-40.6892	0.96985	0.495772
-41.7871	0.983994	0.428465
-34.5861	0.978692	0.357688
-31.8011	0.977655	0.305861
-31.5625	0.976941	0.656253
-33.2721	0.887176	0.453288
-34.729	0.421678	0.203825
-32.6551	0.310658	0.224846
-32.5274	0.308516	0.182107
-35.8477	0.336143	0.217129
-47.0057	0.43962	0.197186
-100	0	0
-100	0	0
-42.8784	0.510769	0.211088
-39.438	0.437099	0.1828
-41.6982	0.406916	0.172697
-38.7326	0.970095	0.448888
-36.7874	0.983522	0.492366
-38.5045	0.992507	0.676947
-39.4292	0.992142	0.673936
-41.336	0.863168	0.415951
-44.0413	0.289179	0.184743
-39.0367	0.0578522	0.119565
-35.6966	0.0241483	0.194989
-34.2274	0.0774019	0.13687
-33.532	0.229574	0.161933
-35.9545	0.342364	0.228947
-29.3494	0.957216	0.393194
-25.7711	0.971984	0.398617
-27.7728	0.968096	0.465677
-37.7876	0.95094	0.208773
-40.9271	0.716825	0.170599
-35.0805	0.881312	0.291753
-29.1614	0.963463	0.645703
-27.5201	0.968373	0.713932
-30.4604	0.968444	0.526055
-39.086	0.964987	0.226068
-47.2664	0.996592	0.588424
-57.5417	0.989895	0.313639
-66.8881	0.989948	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-40.3718	0.78438	0.265173
-33.3755	0.910812	0.288483
-28.6515	0.94373	0.541494
-26.2883	0.940014	0.512144
-25.4855	0.957663	0.575701
-26.3096	0.956642	0.650587
-29.5211	0.966558	0.622203
-33.9369	0.866759	0.356995
-37.5238	0.745517	0.282561
-43.936	0.499674	0.202636
-36.6855	0.313055	0.169792
-34.2008	0.37235	0.244554
-35.8177	0.48068	0.228168
-37.7224	0.741259	0.129991
-37.1284	0.935651	0.440707
-38.8732	0.955263	0.343625
-45.3473	0.846489	0.104289
-49.4846	0.330778	0.142527
-48.6021	0.291632	0.0854719
-49.5875	0.305169	0.11888
-50.3013	0.357114	0.0835295
-51.7085	0.406464	0.111968
-56.7166	0.483181	0.135976
-61.0733	0.673436	0.0819734
-33.8352	0.984049	0.373294
-31.1139	0.983365	0.37361
-31.7131	0.984529	0.499693
-31.5173	0.989533	0.640708
-32.8453	0.991208	0.640484
-36.9629	0.990593	0.451796
-39.2014	0.988741	0.528435
-43.0005	0.987931	0.499659
-54.4281	0.984928	0.200222
-68.0852	0.955292	0.0579455
-89.7943	0.736774	0
-100	0	0
-76.1229	0.0962893	0
-76.1229	0.0962893	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
